,index,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,split
1655,1675,2068,905226080,50,RL,70.0,6960,Pave,NA,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,4,2,6,258.0,2,0.0,422.0,680.0,GasA,4,Y,2.0,798,504,0,1302,0.0,0.0,1,1,2,1,3,6,7,2,5,Attchd,1940.0,3,1.0,224.0,2,2,2,0,0,0,0,126,0,0,3,NA,0,7,2007,WD ,165250.0,Train
1656,1676,1488,908102140,20,RL,75.0,9825,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,4,2,4,609.0,2,0.0,483.0,1092.0,GasA,2,Y,3.0,1092,0,0,1092,0.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1966.0,3,1.0,264.0,2,2,2,259,0,0,0,161,0,0,3,NA,0,4,2008,COD,123000.0,Train
1657,1677,1391,905201110,20,RL,88.0,14175,Pave,NA,3,Lvl,3,Inside,2,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,5,4,7,776.0,2,0.0,212.0,988.0,GasA,2,Y,2.0,1188,0,0,1188,1.0,0.0,1,0,1,1,2,4,7,1,4,Attchd,1956.0,3,2.0,621.0,2,2,2,102,89,231,0,0,0,0,0,NA,0,6,2008,WD ,185000.0,Train
1658,1678,2633,535478070,20,RL,74.0,7400,Pave,NA,3,Lvl,3,Corner,2,NAmes,Artery,Norm,1Fam,1Story,7,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4,4,2,3,809.0,2,0.0,236.0,1045.0,GasA,3,Y,3.0,1045,0,0,1045,1.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1962.0,3,2.0,528.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,3,2006,WD ,120000.0,Train
1659,1679,1872,534176140,20,RL,88.0,10738,Pave,NA,2,Lvl,3,Corner,2,NWAmes,Norm,Norm,1Fam,1Story,6,7,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,4,2,6,792.0,2,0.0,301.0,1093.0,GasA,3,Y,3.0,1093,0,0,1093,1.0,0.0,2,0,3,1,2,6,7,1,3,Attchd,1966.0,3,2.0,484.0,2,2,2,224,0,0,0,0,0,0,3,Shed,400,11,2007,WD ,158500.0,Train
1660,1680,1138,531376010,60,RL,65.0,8366,Pave,NA,2,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,798.0,798.0,GasA,4,Y,3.0,798,842,0,1640,0.0,0.0,2,1,3,1,3,6,7,0,0,Attchd,2004.0,3,2.0,520.0,2,2,2,138,45,0,0,0,0,0,0,NA,0,12,2008,WD ,173000.0,Train
1661,1681,1899,534429030,90,RL,70.0,9842,Pave,NA,3,Lvl,3,FR2,2,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,3.0,1224,0,0,1224,0.0,0.0,2,0,2,2,2,6,7,0,0,CarPort,1962.0,3,2.0,462.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,3,2007,WD ,101800.0,Train
1662,1682,915,909252020,70,RL,60.0,7200,Pave,NA,3,Lvl,3,Inside,2,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,5,5,2,6,350.0,5,210.0,0.0,560.0,GasA,4,Y,3.0,575,560,0,1135,1.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1971.0,3,2.0,576.0,2,2,2,256,0,0,0,0,0,0,3,NA,0,4,2009,WD ,155000.0,Train
1663,1683,660,535378120,30,RL,60.0,10230,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,1054.0,1054.0,GasA,4,Y,3.0,1078,0,0,1078,0.0,0.0,1,0,3,1,4,6,7,0,0,Detchd,1987.0,3,1.0,264.0,2,2,0,0,0,0,0,112,0,0,2,NA,0,12,2009,WD ,125000.0,Train
1664,1684,2004,902427140,20,RM,52.0,8626,Pave,NA,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,1.0,2,2,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,3.0,968,0,0,968,0.0,0.0,1,0,2,1,2,5,7,0,0,Attchd,1956.0,3,1.0,331.0,1,2,2,0,0,0,0,0,0,0,0,NA,0,5,2007,WD ,104500.0,Train
1665,1685,443,528142040,60,RL,74.0,8834,Pave,NA,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,3,2,PConc,6,4,2,7,1170.0,2,0.0,292.0,1462.0,GasA,4,Y,3.0,1462,762,0,2224,1.0,0.0,2,1,4,1,4,10,7,1,5,Attchd,2004.0,4,3.0,738.0,2,2,2,184,0,0,0,0,0,0,0,NA,0,6,2009,WD ,350000.0,Train
1666,1686,2627,535454060,90,RL,60.0,8544,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,2,2,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,1.0,1040,0,0,1040,0.0,0.0,2,0,2,2,2,6,7,0,0,Detchd,1949.0,3,2.0,400.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,93500.0,Train
1667,1687,1438,907181140,60,RL,68.0,9179,Pave,NA,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,3,2,PConc,5,4,2,7,633.0,2,0.0,240.0,873.0,GasA,4,Y,3.0,882,908,0,1790,1.0,0.0,2,1,3,1,3,7,7,0,0,Attchd,1999.0,3,2.0,588.0,2,2,2,0,88,0,0,0,0,0,0,NA,0,6,2008,WD ,193000.0,Train
1668,1688,1525,909251090,70,RL,79.0,11526,Pave,NA,2,Bnk,3,Inside,1,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,6,4,2,2,0.0,2,0.0,588.0,588.0,GasA,1,Y,3.0,1423,748,384,2555,0.0,0.0,2,0,3,1,2,11,6,1,5,Detchd,1993.0,4,2.0,672.0,2,2,2,431,0,0,0,0,0,0,0,NA,0,9,2008,WD ,191000.0,Train
1669,1689,2644,902109010,30,RM,70.0,5684,Pave,NA,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,813.0,813.0,GasA,4,Y,2.0,813,0,0,813,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1932.0,3,1.0,270.0,1,1,0,0,113,0,0,0,0,0,0,NA,0,6,2006,WD ,110000.0,Train
1670,1690,866,907252220,60,RL,6524.1440257743025,11885,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,2,PConc,5,4,3,7,990.0,2,0.0,309.0,1299.0,GasA,4,Y,3.0,1299,573,0,1872,1.0,0.0,2,1,3,1,4,7,7,1,4,BuiltIn,2001.0,3,2.0,531.0,2,2,2,160,122,0,0,0,0,0,0,NA,0,11,2009,WD ,261500.0,Train
1671,1691,620,534476320,20,RL,80.0,9600,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,4,2,4,504.0,2,0.0,546.0,1050.0,GasA,3,Y,3.0,1050,0,0,1050,0.0,0.0,1,0,2,1,2,5,7,0,0,Attchd,1956.0,3,1.0,338.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,6,2009,WD ,128900.0,Train
1672,1692,2451,528360050,60,RL,114.0,17242,Pave,NA,2,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,9,5,1993,1994,Hip,CompShg,MetalSd,MetalSd,BrkFace,738.0,3,3,PConc,6,4,4,4,292.0,7,1393.0,48.0,1733.0,GasA,4,Y,3.0,1933,1567,0,3500,1.0,0.0,3,1,4,1,4,11,7,1,4,Attchd,1993.0,3,3.0,959.0,2,2,2,870,86,0,0,210,0,0,0,NA,0,5,2006,WD ,584500.0,Train
1673,1693,2186,908225240,20,RL,75.0,10215,Pave,NA,3,Bnk,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,2,2,PConc,4,4,2,6,492.0,2,0.0,372.0,864.0,GasA,4,Y,3.0,948,0,0,948,0.0,0.0,1,0,3,1,2,5,7,0,0,Attchd,1954.0,3,1.0,248.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,2,2007,WD ,111000.0,Train
1674,1694,2025,903425270,50,RL,60.0,8550,Pave,NA,3,Lvl,3,Inside,2,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,3,4,2,2,0.0,2,0.0,750.0,750.0,GasA,2,Y,3.0,960,356,0,1316,0.0,0.0,1,0,4,1,2,7,7,0,0,Detchd,1965.0,3,2.0,576.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,10,2007,ConLw,90000.0,Train
1675,1695,1916,535126180,60,RL,10128.372680783434,18450,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,2,3,CBlock,5,4,2,3,187.0,4,723.0,111.0,1021.0,GasA,2,Y,3.0,1465,915,0,2380,0.0,0.0,2,1,3,1,2,7,1,1,2,CarPort,1965.0,3,2.0,596.0,2,2,2,0,265,0,0,0,0,0,0,NA,0,8,2007,WD ,129000.0,Train
1676,1696,1542,909428190,20,RL,8112.420263236818,14778,Pave,NA,2,Low,3,CulDSac,2,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,2,CBlock,4,4,2,5,728.0,2,0.0,568.0,1296.0,GasA,4,Y,3.0,1640,0,0,1640,1.0,0.0,1,0,3,1,3,7,7,1,5,Detchd,1993.0,3,2.0,924.0,2,2,2,108,0,0,216,0,0,0,0,NA,0,11,2008,WD ,224000.0,Train
1677,1697,1163,533212050,160,FV,30.0,3180,Pave,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,5,4,2,7,390.0,2,0.0,210.0,600.0,GasA,4,Y,3.0,600,600,0,1200,1.0,0.0,2,1,2,1,3,5,7,0,0,Detchd,2005.0,3,2.0,480.0,2,2,2,0,166,0,0,0,0,0,0,NA,0,5,2008,WD ,165000.0,Train
1678,1698,205,903430080,70,RM,52.0,3068,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,6,8,1920,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,4,4,2,2,0.0,2,0.0,662.0,662.0,GasA,4,Y,3.0,662,662,0,1324,0.0,1.0,1,0,3,1,2,6,7,0,0,Detchd,1920.0,3,1.0,180.0,2,2,2,0,0,112,0,0,0,0,4,NA,0,2,2010,WD ,122000.0,Train
1679,1700,423,528104070,60,RL,104.0,13518,Pave,NA,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,4,2,PConc,6,4,2,2,0.0,2,0.0,1926.0,1926.0,GasA,4,Y,3.0,1966,1174,0,3140,0.0,0.0,3,1,4,1,4,11,7,2,5,BuiltIn,2009.0,4,3.0,820.0,2,2,2,144,78,0,0,0,0,0,0,NA,0,7,2009,New,485000.0,Train
1680,1701,2687,903425190,50,RM,90.0,33120,Pave,NA,0,Lvl,3,Inside,2,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,5,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,1595.0,1595.0,GasA,2,Y,3.0,1611,875,0,2486,0.0,0.0,2,0,5,1,2,8,7,1,5,Detchd,1962.0,3,2.0,576.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,10,2006,WD ,220000.0,Train
1681,1702,1436,907176010,60,RL,7214.2453843952435,13142,Pave,NA,2,Lvl,3,Corner,2,CollgCr,PosN,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,2,2,PConc,5,4,2,7,688.0,2,0.0,176.0,864.0,GasA,4,Y,3.0,872,899,0,1771,1.0,0.0,2,1,3,1,3,6,7,0,0,Attchd,1997.0,3,2.0,600.0,2,2,2,0,96,0,0,0,0,0,0,NA,0,7,2008,WD ,215700.0,Train
1682,1703,444,528142090,20,RL,107.0,11362,Pave,NA,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,3,2,PConc,6,4,3,7,1039.0,2,0.0,797.0,1836.0,GasA,4,Y,3.0,1836,0,0,1836,1.0,0.0,2,0,3,1,3,7,7,1,5,Attchd,2004.0,4,3.0,862.0,2,2,2,125,185,0,0,0,0,0,0,NA,0,3,2009,WD ,280000.0,Train
1683,1704,1067,528172080,20,RL,92.0,10845,Pave,NA,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,504.0,3,2,PConc,5,4,3,7,1149.0,2,0.0,454.0,1603.0,GasA,4,Y,3.0,1575,0,0,1575,1.0,0.0,2,0,2,1,3,7,7,1,4,Attchd,2003.0,4,3.0,732.0,2,2,2,216,28,0,0,0,0,0,0,NA,0,6,2008,WD ,284000.0,Train
1684,1705,2290,923228290,180,RM,21.0,1936,Pave,NA,3,Lvl,3,Inside,2,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,5,4,3,5,131.0,7,499.0,0.0,630.0,GasA,3,Y,3.0,630,0,0,630,1.0,0.0,1,0,1,1,2,3,7,0,0,NA,1980.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,3,NA,0,12,2007,WD ,84500.0,Train
1685,1706,168,535476350,20,RL,80.0,9760,Pave,NA,3,Lvl,3,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218.0,2,2,CBlock,4,4,4,5,717.0,3,263.0,415.0,1395.0,GasA,2,Y,3.0,1395,0,0,1395,1.0,0.0,1,0,2,1,2,7,6,1,4,Attchd,1963.0,3,2.0,440.0,2,2,2,657,0,113,0,240,0,0,0,NA,0,5,2010,WD ,192000.0,Train
1686,1707,2643,902108060,70,RM,66.0,3960,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,8,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,502.0,502.0,GasA,2,N,3.0,502,502,0,1004,0.0,0.0,1,0,2,1,3,5,7,1,2,Detchd,1930.0,3,1.0,200.0,1,2,0,280,0,68,0,0,0,0,3,NA,0,7,2006,WD ,105000.0,Train
1687,1708,2802,907290080,20,RL,70.0,9100,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,7,24.0,2,0.0,1836.0,1860.0,GasA,4,Y,3.0,1836,0,0,1836,0.0,0.0,2,0,3,1,3,8,7,1,5,Attchd,2004.0,4,2.0,484.0,2,2,2,120,33,0,0,0,0,0,0,NA,0,10,2006,WD ,216837.0,Train
1688,1709,1224,534455030,20,RL,80.0,9600,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203.0,1,1,CBlock,4,4,2,4,658.0,2,0.0,638.0,1296.0,GasA,2,Y,3.0,1496,0,0,1496,0.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1960.0,3,2.0,450.0,2,2,2,0,22,0,0,0,0,0,3,NA,0,2,2008,WD ,141500.0,Train
1689,1710,1382,905104180,20,RL,57.0,9764,Pave,NA,2,Lvl,3,FR2,2,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,4,4,2,5,702.0,2,0.0,192.0,894.0,GasA,4,Y,3.0,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1967.0,3,2.0,450.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,5,2008,WD ,130000.0,Train
1690,1711,853,907200230,20,RL,60.0,8430,Pave,NA,3,HLS,3,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,2,2,CBlock,5,4,2,4,616.0,2,0.0,424.0,1040.0,GasA,2,Y,3.0,1040,0,0,1040,0.0,0.0,2,0,3,1,2,5,7,0,0,NA,1980.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,NA,0,8,2009,WD ,124000.0,Train
1691,1713,2585,535304020,20,RL,66.0,12778,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,4,2,7,658.0,2,0.0,350.0,1008.0,GasA,4,Y,2.0,1008,0,0,1008,1.0,0.0,1,0,2,1,2,4,7,0,0,Attchd,1952.0,3,1.0,280.0,2,2,2,0,154,0,0,0,0,0,3,NA,0,1,2006,WD ,139500.0,Train
1692,1714,2193,908275240,20,RL,60.0,8172,Pave,NA,3,HLS,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Plywood,None,0.0,2,2,CBlock,4,4,2,6,682.0,2,0.0,182.0,864.0,GasA,2,Y,3.0,864,0,0,864,1.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1996.0,3,2.0,528.0,2,2,0,196,0,0,0,0,0,0,0,NA,0,10,2007,COD,79275.0,Train
1693,1715,2262,916384080,20,RL,64.0,9037,Pave,NA,2,HLS,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,3,2,PConc,5,4,3,7,428.0,2,0.0,1048.0,1476.0,GasA,4,Y,3.0,1484,0,0,1484,0.0,0.0,2,0,2,1,4,6,7,1,5,Attchd,2006.0,3,2.0,472.0,2,2,2,120,33,0,0,0,0,0,0,NA,0,12,2007,WD ,265900.0,Train
1694,1716,1528,909253190,30,RL,52.0,6292,Pave,NA,3,Bnk,3,Inside,2,SWISU,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,5,4,3,4,384.0,2,0.0,384.0,768.0,GasA,2,N,3.0,790,0,0,790,0.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1925.0,3,1.0,160.0,1,2,2,0,141,0,0,0,0,0,0,NA,0,4,2008,WD ,91000.0,Train
1695,1717,370,527276160,60,RL,85.0,11900,Pave,NA,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,5,6,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,2,2,PConc,5,4,2,6,400.0,2,0.0,722.0,1122.0,GasA,4,Y,3.0,946,988,0,1934,1.0,0.0,2,1,3,1,2,6,7,1,4,Attchd,1977.0,3,2.0,567.0,2,2,1,0,176,0,0,200,0,0,0,NA,0,7,2009,WD ,185000.0,Train
1696,1718,2629,535456020,20,RL,70.0,7945,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,2,CBlock,4,4,2,6,179.0,5,506.0,465.0,1150.0,GasA,4,Y,2.0,1150,0,0,1150,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1959.0,3,1.0,300.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,5,2006,WD ,141000.0,Train
1697,1719,1703,528120010,60,RL,134.0,16659,Pave,NA,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,1582.0,1582.0,GasA,4,Y,3.0,1582,570,0,2152,0.0,0.0,2,1,3,1,3,7,7,1,5,Detchd,2007.0,3,2.0,728.0,2,2,2,0,368,0,0,0,0,0,0,NA,0,6,2007,New,260116.0,Train
1698,1720,793,905452050,30,RL,50.0,9340,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,4,2,4,344.0,2,0.0,328.0,672.0,GasA,2,Y,3.0,672,0,0,672,1.0,0.0,1,0,2,1,2,4,7,0,0,Attchd,1941.0,3,1.0,234.0,2,2,0,0,113,0,0,0,0,0,0,NA,0,8,2009,WD ,113000.0,Train
1699,1721,1429,906424010,80,RL,6287.522159771418,11454,Pave,NA,1,Lvl,3,Corner,2,SawyerW,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,3,2,PConc,5,4,4,7,770.0,2,0.0,631.0,1401.0,GasA,4,Y,3.0,1511,0,0,1511,1.0,0.0,2,0,3,1,3,6,7,1,3,Attchd,1995.0,4,3.0,811.0,2,2,2,168,42,0,0,0,0,0,0,NA,0,2,2008,WD ,225000.0,Train
1700,1722,648,535352090,30,RL,80.0,8480,Pave,NA,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,4,4,2,5,700.0,2,0.0,93.0,793.0,GasA,2,Y,3.0,793,0,0,793,1.0,0.0,1,0,2,1,1,4,7,0,0,Detchd,1945.0,3,1.0,240.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,8,2009,WD ,113000.0,Train
1701,1723,279,908103350,80,RL,65.0,6305,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,4,3,6,528.0,2,0.0,480.0,1008.0,GasA,2,Y,3.0,1096,0,0,1096,1.0,0.0,1,0,3,1,2,5,7,1,3,Detchd,1975.0,3,1.0,352.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,6,2010,WD ,125200.0,Train
1702,1724,1705,528142050,60,RL,82.0,9709,Pave,NA,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,4,2,PConc,6,4,4,7,778.0,2,0.0,140.0,918.0,GasA,4,Y,3.0,958,1142,0,2100,1.0,0.0,2,1,3,1,4,8,7,2,5,BuiltIn,2007.0,4,3.0,786.0,2,2,2,172,104,0,0,0,0,0,0,NA,0,9,2007,New,319500.0,Train
1703,1725,1257,535380050,50,RL,60.0,10930,Pave,Grvl,3,Bnk,3,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,4,2,5,580.0,2,0.0,333.0,913.0,GasA,2,Y,2.0,1048,510,0,1558,1.0,0.0,1,1,3,1,2,6,7,1,4,Attchd,1962.0,3,1.0,288.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,4,2008,WD ,140000.0,Train
1704,1726,2894,916325040,20,RL,27505.53115577947,50102,Pave,NA,2,Low,3,Inside,1,Timber,Norm,Norm,1Fam,1Story,6,5,1958,1958,Gable,Tar&Grv,Plywood,Plywood,None,0.0,2,2,CBlock,5,4,4,5,909.0,2,0.0,723.0,1632.0,GasA,2,Y,3.0,1650,0,0,1650,1.0,0.0,1,0,2,1,2,6,7,2,5,Attchd,1958.0,3,2.0,518.0,2,2,2,0,0,0,0,138,0,0,0,NA,0,3,2006,WD ,250764.0,Train
1705,1727,1062,528142020,60,RL,74.0,8899,Pave,NA,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,4,2,PConc,5,4,3,7,40.0,2,0.0,908.0,948.0,GasA,4,Y,3.0,948,1140,0,2088,0.0,0.0,2,1,4,1,3,10,7,1,5,BuiltIn,2007.0,4,3.0,656.0,2,2,2,100,24,0,0,0,0,0,0,NA,0,6,2008,WD ,250000.0,Train
1706,1728,1729,528218020,60,RL,65.0,10237,Pave,NA,3,Lvl,3,Inside,2,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,768.0,768.0,GasA,4,Y,3.0,768,768,0,1536,0.0,0.0,2,1,3,1,3,6,7,1,5,Attchd,2005.0,4,2.0,400.0,2,2,2,100,38,0,0,0,0,0,0,NA,0,6,2007,WD ,176000.0,Train
